Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Female,Yes,20,Yes,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,1,0,No,Yes,Female,Yes,20,No,0,5,7,5,14.2,0,0,5,7,5,13.28571429,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,41,No,0,5,8,5,11,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
Divorced,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,No,Yes,Female,No,32,No,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,18,No,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,10.8,1.4,1.74,Graduate
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Intermediate Level Technicians and Professions,Administrative staff,0,0,No,Yes,Female,Yes,35,No,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,15.5,2.8,-4.06,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,Yes,No,Female,No,32,No,0,7,12,4,13.7,0,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Higher education—degree (1st cycle),Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,0,0,No,Yes,Female,No,37,No,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,2,Management,Daytime,Higher education—degree,Portuguese,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,30,No,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,12.7,3.7,-1.7,Dropout
Single,Change in course,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Student,Student,0,0,No,Yes,Male,No,23,No,0,6,9,6,12.33333333,0,0,6,11,5,13,0,7.6,2.6,0.32,Graduate
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,20,No,0,6,6,6,14,0,0,6,7,6,13.85714286,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,21,No,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,19,No,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,1,0,No,Yes,Male,Yes,18,No,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,0,0,No,Yes,Male,No,18,No,0,5,6,1,10,0,0,5,7,1,12,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions,0,0,No,Yes,Male,No,24,No,0,5,5,4,12,0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,Enrolled
Single,3rd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,22,No,0,6,11,4,13,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,18,No,0,6,7,4,11,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
Single,1st phase—special contingent (Madeira Island),2,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Female,No,18,No,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,2,Communication Design,Daytime,Secondary education,Mexican,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",1,0,No,Yes,Male,No,21,Yes,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,Yes,Yes,Female,No,38,No,0,7,13,3,11.83333333,0,0,7,14,2,10,0,16.2,0.3,-0.92,Dropout
Single,3rd phase—general contingent,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,Yes,19,No,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
Legally separated,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,36,No,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,16.2,0.3,-0.92,Dropout
Single,1st phase—special contingent (Madeira Island),1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,18,No,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,19,No,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,Yes,No,Female,No,21,No,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Sellers,"Unskilled workers in extractive industry, construction, manufacturing, and transport",1,0,No,Yes,Female,No,19,No,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,11.1,0.6,2.02,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,Yes,18,No,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,Graduate
Married,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,45,No,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,20,No,0,5,9,1,10,0,0,5,10,1,11,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",1,0,Yes,Yes,Female,No,18,No,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Female,Yes,18,No,0,6,8,6,14,0,0,6,7,6,13.14285714,0,11.1,0.6,2.02,Graduate
Single,Holders of other higher courses,2,Equiniculture,Daytime,Higher education—degree,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,0,0,No,Yes,Female,No,25,No,0,5,9,0,0,4,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,No,Yes,Female,No,19,No,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,18,No,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
Single,Holders of other higher courses,1,Tourism,Daytime,Higher education—degree (1st cycle),Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Female,No,39,No,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,13.9,-0.3,0.79,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,29,No,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,15.5,2.8,-4.06,Graduate
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,18,No,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,13.9,-0.3,0.79,Enrolled
Single,Holders of other higher courses,1,Communication Design,Daytime,Higher education—degree,Portuguese,General Course of Administration and Commerce,Higher Education—bachelor’s degree,Unskilled Workers,Intermediate Level Technicians and Professions,0,0,No,No,Female,No,23,No,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
Single,Transfer,1,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,21,No,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff,0,0,No,No,Female,No,18,No,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,10.8,1.4,1.74,Graduate
Single,Holders of other higher courses,1,Veterinary Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,23,No,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Female,No,18,No,0,6,7,6,15.57142857,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Female,No,32,No,0,6,8,5,13.8,0,0,6,7,6,12.16666667,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,Yes,No,Female,No,29,No,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,6,Social Service,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Protection and security services personnel,"Skilled construction workers and the like, except electricians",1,0,Yes,Yes,Female,Yes,20,No,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Social Service,Daytime,Secondary education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,1,0,No,No,Female,No,28,No,0,6,11,1,13,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
Single,Holders of other higher courses,1,Management,Daytime,Higher education—degree,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers,0,0,No,Yes,Female,No,27,No,0,5,9,3,12,0,0,5,11,4,13.625,0,10.8,1.4,1.74,Graduate
Single,Change in course,2,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Unknown,Other Situation; 13—(blank),Student,0,0,Yes,Yes,Female,No,22,No,11,14,14,12,12.33333333,2,11,14,14,12,12.33333333,2,7.6,2.6,0.32,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Armed Forces Professions,0,0,Yes,Yes,Female,No,37,No,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled
Single,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Student,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,No,Female,No,28,No,0,6,12,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
